"date","site","who","transect","segment","round","vial_number","specimen_number","gross_ID","plant","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fine_ID","pollen","notes","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","year","date.site"
2021-07-23,"Stupid Falls","TL","T2",1,1,"",NA,"Bombus appositus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",1,1,"",NA,"Bombus nevadensis","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","nevadensis","Bombus nevadensis","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",1,1,"",NA,"Bombus appositus","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T1",4,1,"",NA,"Bombus unknown","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T3",4,1,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T3",4,1,"",NA,"Bombus appositus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",5,1,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",3,1,"",NA,"Bombus californicus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T1",5,1,"",NA,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T1",3,2,"",NA,"Bombus unknown","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T1",3,2,"",NA,"Bombus unknown","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",4,2,"",NA,"Bombus nevadensis","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","nevadensis","Bombus nevadensis","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T2",4,2,"",NA,"Bombus flavifrons","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",1,2,"",NA,"Bombus californicus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",1,2,"",NA,"Bombus californicus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",1,2,"",NA,"Bombus californicus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",1,2,"",NA,"Bombus nevadensis","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","nevadensis","Bombus nevadensis","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T3",1,2,"",NA,"Bombus bifarius","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T2",5,2,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T1",4,2,"",NA,"Bombus sylvicola","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T2",2,2,"",NA,"Bombus bifarius","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","TL","T2",2,2,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",5,2,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",5,2,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",5,2,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",5,2,"",NA,"Bombus unknown","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",1,2,"",NA,"Beetles","Solidago multiradiata","Coleoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T3",5,2,"",NA,"Small black solitary bee","Achillea millefolium","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T3",3,2,"",NA,"Bombus appositus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T3",3,2,"",NA,"Bombus californicus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-23,"Stupid Falls","AB","T2",1,2,"",NA,"Bombus appositus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-23.Stupid Falls"
2021-07-27,"Rustlers Gulch","SD","T2",2,1,"SD1",71312,"Wasps","Potentilla pulcherrima","Hymenoptera","Formicidae","","","","Formicidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",1,1,"SD2",71313,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Syrphinae","Chrysotoxum","","Chrysotoxum","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",3,1,"SD3",71314,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",3,1,"SD4",71315,"Other fly","Potentilla pulcherrima","Diptera","Muscidae","","","","Drymeia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",2,1,"SD5",71316,"Moths","Potentilla pulcherrima","Lepidoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",2,1,"SD6",71317,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Panurginae","Panurginus","cressoniellus","Panurginus cressoniellus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",4,1,"AS1",71318,"Other fly","Potentilla pulcherrima","Diptera","Empididae","","","","Hybotidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",4,1,"AS2",71319,"Syrphidae","Solidago multiradiata","Diptera","Syrphidae","Syrphinae","Eupeodes","","Eupeodes","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",5,1,"AS3",71320,"Other fly","Potentilla pulcherrima","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",1,1,"AS4",71321,"Other fly","Potentilla pulcherrima","Diptera","Muscidae","","","","Drymeia","","Drymeia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T1",1,2,"AS5",71322,"Hemipteran","Solidago multiradiata","Hemiptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T1",1,2,"AS6",71323,"Wasps","Potentilla pulcherrima","Hymenoptera","Chrysididae","","","","Chrysididae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",2,2,"AS7",71324,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Eristalinae","Eristalis","","Eristalis","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",2,2,"AS8",71325,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Colletidae","Hylaeinae","Hylaeus","","Hylaeus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",5,2,"AS9",71326,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Halictidae","Halictinae","Halictus","","Halictus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",3,2,"AS10",71327,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Panurginae","Panurginus","ineptus","Panurginus ineptus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",5,2,"SD7",71328,"Syrphidae","Achillea millefolium","Diptera","Syrphidae","Syrphinae","Lapposyrphus","","Lapposyrphus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",5,2,"SD8",71329,"Small black solitary bee","Achillea millefolium","Hymenoptera","Colletidae","Hylaeinae","Hylaeus","","Hylaeus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",3,2,"SD9",71330,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Syrphinae","Lapposyrphus","","Lapposyrphus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",1,3,"SD10",71331,"Bombyliidae","Achillea millefolium","Diptera","Bombyliidae","Anthracinae","Villa","","Villa","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",4,3,"SD11",71332,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Syrphinae","Platycheirus","","Platycheirus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T1",3,3,"AS11",71333,"Small black solitary bee","Potentilla fruticosa","Hymenoptera","Andrenidae","Andreninae","Andrena","","Andrena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T1",4,3,"AS12",71334,"Syrphidae","Achillea millefolium","Diptera","Syrphidae","Syrphinae","Platycheirus","","Platycheirus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T1",4,3,"AS13",71335,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Syrphinae","Lapposyrphus","","Lapposyrphus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",1,1,"",NA,"Bombus appositus","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",3,1,"",NA,"Bombus sylvicola","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",2,1,"",NA,"Bombus frigidus","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","frigidus","Bombus frigidus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",4,1,"",NA,"Beetles","Agoseris glauca","Coleoptera","Coccinellidae","","","","Coccinellidae","","ladybug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",4,1,"",NA,"Bombus flavifrons","Agoseris glauca","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",4,1,"",NA,"Bombus frigidus","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","frigidus","Bombus frigidus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",3,1,"",NA,"Bombus bifarius","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",1,1,"",NA,"Other fly","Potentilla pulcherrima","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T1",5,2,"",NA,"Bombus flavifrons","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",2,2,"",NA,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",2,2,"",NA,"Bombus unknown","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",2,2,"",NA,"Bombus unknown","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",1,2,"",NA,"Bombus flavifrons","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",1,2,"",NA,"Wasps","Achillea millefolium","Hymenoptera","Chrysididae","","","","Chrysididae","","bright green, same as AS6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",3,2,"",NA,"Bombus bifarius","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",3,2,"",NA,"Bombus bifarius","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T2",4,2,"",NA,"Bombus sylvicola","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T2",4,2,"",NA,"Bombus californicus","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",4,2,"",NA,"Bombus frigidus","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","frigidus","Bombus frigidus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",4,2,"",NA,"Bombus sylvicola","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",2,2,"",NA,"Bombus frigidus","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","frigidus","Bombus frigidus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",1,2,"",NA,"Bombus frigidus","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","frigidus","Bombus frigidus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",1,2,"",NA,"Bombus sylvicola","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",4,2,"",NA,"Syrphidae","Achillea millefolium","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",1,3,"",NA,"Bombus bifarius","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",1,3,"",NA,"Bombus sylvicola","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",2,3,"",NA,"Bombus sylvicola","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",2,3,"",NA,"Bombus frigidus","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","frigidus","Bombus frigidus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T3",5,3,"",NA,"Bombus sylvicola","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T2",1,3,"",NA,"Bombus californicus","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T2",1,3,"",NA,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","SD","T1",2,3,"",NA,"Bombus bifarius","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",3,3,"",NA,"Bombus bifarius","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T3",3,3,"",NA,"Syrphidae","Achillea millefolium","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",5,3,"",NA,"Bombus occidentalis","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","occidentalis","Bombus occidentalis","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",2,3,"",NA,"Bombus bifarius","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T1",3,3,"",NA,"Bombus bifarius","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
2021-07-27,"Rustlers Gulch","AS","T2",4,3,"",NA,"Bombus bifarius","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-27.Rustlers Gulch"
